0.42857142857142855,1.0,0.42857142857142855,commons-validator
0.35714285714285715,0.9821428571428571,0.35714285714285715,commons-vfs
0.8333333333333334,1.0,0.8333333333333334,ant-ivy
0.6666666666666666,1.0,0.6666666666666666,deltaspike
0.35,1.0,0.35,eagle
0.2972972972972973,1.0,0.2972972972972973,giraph
0.5909090909090909,1.0,0.5909090909090909,gora
0.2923076923076923,0.9692307692307692,0.2923076923076923,archiva
0.11538461538461539,1.0,0.11538461538461539,jspwiki
0.5177304964539007,0.9787234042553191,0.5177304964539007,knox
0.8611111111111112,0.9969135802469136,0.8611111111111112,calcite
0.0,0.9943181818181818,0.0,kylin
0.9230769230769231,1.0,0.9230769230769231,lens
0.5,0.9954954954954955,0.5,mahout
0.5084745762711864,0.9830508474576272,0.5084745762711864,cayenne
0.8368794326241135,1.0,0.8368794326241135,manifoldcf
0.4,1.0,0.4,commons-bcel
0.8181818181818182,1.0,0.8181818181818182,commons-beanutils
0.7931034482758621,0.9482758620689655,0.8275862068965517,nutch
0.5,1.0,0.5,commons-codec
0.42857142857142855,1.0,0.42857142857142855,opennlp
0.21686746987951808,1.0,0.21686746987951808,parquet-mr
0.38461538461538464,1.0,0.38461538461538464,commons-collections
0.5306122448979592,1.0,0.5306122448979592,commons-compress
0.5135135135135135,1.0,0.5135135135135135,santuario-java
0.5636363636363636,1.0,0.5636363636363636,commons-configuration
0.40625,1.0,0.40625,commons-dbcp
0.08333333333333333,1.0,0.08333333333333333,commons-digester
0.6086956521739131,1.0,0.6086956521739131,commons-io
0.5416666666666666,1.0,0.5416666666666666,commons-jcs
0.16666666666666666,1.0,0.16666666666666666,commons-jexl
0.5606060606060606,0.8484848484848485,0.5606060606060606,commons-lang
0.2711864406779661,1.0,0.2711864406779661,commons-math
0.5576923076923077,1.0,0.5576923076923077,commons-net
0.5294117647058824,1.0,0.5294117647058824,commons-scxml
0.0,1.0,0.0,systemds
0.6220472440944882,0.9763779527559056,0.6220472440944882,tika
0.3157894736842105,1.0,0.3157894736842105,ws-wss4j
